Geneid	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig
Glyma.02G044700.Wm82.a4.v1	-0.034	1     	FALSE	-0.011	1     	FALSE	0.023 	1     	FALSE
Glyma.02G044800.Wm82.a4.v1	0.0073	1     	FALSE	-0.06 	0.99  	FALSE	-0.067	0.99  	FALSE
Glyma.02G045000.Wm82.a4.v1	0.027 	1     	FALSE	0.15  	0.98  	FALSE	0.12  	0.99  	FALSE
Glyma.02G045100.Wm82.a4.v1	-0.14 	1     	FALSE	0.19  	0.97  	FALSE	0.33  	0.99  	FALSE
Glyma.02G045200.Wm82.a4.v1	-0.043	1     	FALSE	-0.19 	0.92  	FALSE	-0.15 	0.99  	FALSE
Glyma.02G045266.Wm82.a4.v1	-0.17 	1     	FALSE	-0.063	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.02G045332.Wm82.a4.v1	0.093 	1     	FALSE	0.1   	0.99  	FALSE	0.012 	1     	FALSE
Glyma.02G045400.Wm82.a4.v1	0.017 	1     	FALSE	0.0079	1     	FALSE	-0.0094	1     	FALSE
Glyma.02G045500.Wm82.a4.v1	-0.088	1     	FALSE	-0.053	NA    	NA	0.036 	1     	FALSE
Glyma.02G045600.Wm82.a4.v1	-0.0016	1     	FALSE	-0.066	0.99  	FALSE	-0.064	1     	FALSE
Glyma.02G045700.Wm82.a4.v1	-0.035	1     	FALSE	-0.15 	0.98  	FALSE	-0.11 	0.99  	FALSE
Glyma.02G045800.Wm82.a4.v1	0.045 	1     	FALSE	-0.28 	0.96  	FALSE	-0.32 	0.99  	FALSE
Glyma.02G045900.Wm82.a4.v1	-0.12 	1     	FALSE	0.023 	1     	FALSE	0.14  	0.99  	FALSE
Glyma.02G046200.Wm82.a4.v1	0.12  	1     	FALSE	-0.07 	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.02G046300.Wm82.a4.v1	-0.11 	1     	FALSE	-0.14 	0.98  	FALSE	-0.023	1     	FALSE
Glyma.02G046400.Wm82.a4.v1	0.19  	1     	FALSE	0.075 	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.02G046600.Wm82.a4.v1	0.38  	0.93  	FALSE	0.25  	0.97  	FALSE	-0.13 	0.99  	FALSE
Glyma.02G046800.Wm82.a4.v1	0.094 	1     	FALSE	0.034 	0.99  	FALSE	-0.06 	1     	FALSE
Glyma.02G046900.Wm82.a4.v1	0.044 	1     	FALSE	-0.035	0.99  	FALSE	-0.079	0.99  	FALSE
Glyma.02G047000.Wm82.a4.v1	-0.26 	1     	FALSE	-0.54 	0.36  	FALSE	-0.28 	0.99  	FALSE
Glyma.02G047100.Wm82.a4.v1	-0.071	1     	FALSE	-0.16 	0.97  	FALSE	-0.093	0.99  	FALSE
Glyma.02G047200.Wm82.a4.v1	0.06  	1     	FALSE	0.2   	0.96  	FALSE	0.14  	0.99  	FALSE
Glyma.02G047300.Wm82.a4.v1	0.098 	1     	FALSE	-0.14 	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.02G047400.Wm82.a4.v1	-0.17 	1     	FALSE	-0.45 	0.64  	FALSE	-0.28 	0.99  	FALSE
Glyma.02G047500.Wm82.a4.v1	0.21  	1     	FALSE	0.26  	0.96  	FALSE	0.045 	1     	FALSE
Glyma.02G047600.Wm82.a4.v1	0.73  	0.11  	FALSE	0.66  	0.2   	FALSE	-0.068	1     	FALSE
Glyma.02G047700.Wm82.a4.v1	0.22  	1     	FALSE	0.38  	0.72  	FALSE	0.16  	0.99  	FALSE
Glyma.02G047800.Wm82.a4.v1	0.069 	1     	FALSE	-0.2  	0.97  	FALSE	-0.27 	0.99  	FALSE
Glyma.02G047900.Wm82.a4.v1	-0.16 	1     	FALSE	-0.16 	0.98  	FALSE	-0.0026	1     	FALSE
Glyma.02G048000.Wm82.a4.v1	-0.04 	1     	FALSE	0.0098	NA    	NA	0.05  	0.99  	FALSE
Glyma.02G048100.Wm82.a4.v1	-0.025	1     	FALSE	0.07  	0.99  	FALSE	0.096 	0.99  	FALSE
Glyma.02G048200.Wm82.a4.v1	-0.19 	1     	FALSE	0.031 	0.99  	FALSE	0.22  	0.99  	FALSE
Glyma.02G048300.Wm82.a4.v1	0.068 	1     	FALSE	-0.032	0.99  	FALSE	-0.1  	0.99  	FALSE
Glyma.02G048400.Wm82.a4.v1	0.26  	1     	FALSE	0.29  	0.95  	FALSE	0.025 	1     	FALSE
Glyma.02G048600.Wm82.a4.v1	0.037 	1     	FALSE	0.052 	0.99  	FALSE	0.015 	1     	FALSE
Glyma.02G048666.Wm82.a4.v1	0.11  	1     	FALSE	-0.043	0.99  	FALSE	-0.15 	0.99  	FALSE
Glyma.02G048700.Wm82.a4.v1	0.14  	1     	FALSE	-0.25 	0.97  	FALSE	-0.39 	0.99  	FALSE
Glyma.02G048800.Wm82.a4.v1	0.046 	1     	FALSE	0.017 	NA    	NA	-0.028	1     	FALSE
Glyma.02G048900.Wm82.a4.v1	-0.093	1     	FALSE	-0.086	0.99  	FALSE	0.0074	1     	FALSE
Glyma.02G049000.Wm82.a4.v1	0.084 	NA    	NA	0.12  	NA    	NA	0.038 	NA    	NA
Glyma.02G049100.Wm82.a4.v1	-0.14 	1     	FALSE	-0.22 	0.94  	FALSE	-0.083	0.99  	FALSE
Glyma.02G049200.Wm82.a4.v1	-0.2  	1     	FALSE	-0.19 	0.97  	FALSE	0.011 	1     	FALSE
Glyma.02G049300.Wm82.a4.v1	0.075 	1     	FALSE	-0.075	0.99  	FALSE	-0.15 	0.99  	FALSE
Glyma.02G049400.Wm82.a4.v1	0.069 	1     	FALSE	0.059 	0.99  	FALSE	-0.01 	1     	FALSE
Glyma.02G049500.Wm82.a4.v1	0.014 	1     	FALSE	-0.17 	0.98  	FALSE	-0.18 	0.99  	FALSE
Glyma.02G049600.Wm82.a4.v1	-0.0024	1     	FALSE	0.25  	0.97  	FALSE	0.25  	0.99  	FALSE
Glyma.02G049700.Wm82.a4.v1	-0.18 	1     	FALSE	-0.11 	0.99  	FALSE	0.067 	0.99  	FALSE
Glyma.02G049800.Wm82.a4.v1	-0.061	1     	FALSE	0.14  	0.99  	FALSE	0.21  	0.99  	FALSE
Glyma.02G049900.Wm82.a4.v1	-0.3  	1     	FALSE	-0.32 	0.91  	FALSE	-0.017	1     	FALSE
Glyma.02G050100.Wm82.a4.v1	-0.15 	1     	FALSE	-0.13 	0.99  	FALSE	0.016 	1     	FALSE
Glyma.02G050200.Wm82.a4.v1	0.27  	1     	FALSE	0.058 	0.99  	FALSE	-0.21 	0.99  	FALSE
Glyma.02G050300.Wm82.a4.v1	0.37  	0.78  	FALSE	-0.015	1     	FALSE	-0.39 	0.99  	FALSE
Glyma.02G050400.Wm82.a4.v1	0.015 	1     	FALSE	-0.079	0.99  	FALSE	-0.094	0.99  	FALSE
Glyma.02G050501.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.02G050600.Wm82.a4.v1	-0.035	1     	FALSE	-0.21 	0.86  	FALSE	-0.17 	0.99  	FALSE
Glyma.02G050700.Wm82.a4.v1	0.012 	1     	FALSE	0.063 	0.99  	FALSE	0.051 	1     	FALSE
Glyma.02G050800.Wm82.a4.v1	-0.26 	0.45  	FALSE	0.0023	0.99  	FALSE	0.26  	0.76  	FALSE
Glyma.02G050900.Wm82.a4.v1	-0.047	NA    	NA	0     	NA    	NA	0.044 	NA    	NA
Glyma.02G051100.Wm82.a4.v1	0.33  	1     	FALSE	0.17  	0.98  	FALSE	-0.16 	0.99  	FALSE
Glyma.02G051300.Wm82.a4.v1	0.3   	1     	FALSE	0.059 	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.02G051400.Wm82.a4.v1	-0.077	1     	FALSE	-0.014	1     	FALSE	0.063 	1     	FALSE
Glyma.02G051500.Wm82.a4.v1	-0.012	1     	FALSE	0.078 	NA    	NA	0.09  	0.99  	FALSE
Glyma.02G051600.Wm82.a4.v1	0.068 	1     	FALSE	0.12  	0.99  	FALSE	0.047 	1     	FALSE
Glyma.02G051700.Wm82.a4.v1	0.52  	0.54  	FALSE	0.52  	0.45  	FALSE	-0.00044	1     	FALSE
Glyma.02G051802.Wm82.a4.v1	-0.029	1     	FALSE	0.029 	0.99  	FALSE	0.059 	1     	FALSE
Glyma.02G051900.Wm82.a4.v1	-0.22 	1     	FALSE	-0.57 	0.32  	FALSE	-0.35 	0.99  	FALSE
Glyma.02G052050.Wm82.a4.v1	-0.052	NA    	NA	-5.2e-05	NA    	NA	0.052 	NA    	NA
Glyma.02G052200.Wm82.a4.v1	0.019 	1     	FALSE	0.12  	0.99  	FALSE	0.1   	0.99  	FALSE
Glyma.02G052300.Wm82.a4.v1	0.0034	1     	FALSE	0.26  	0.92  	FALSE	0.26  	0.99  	FALSE
Glyma.02G052400.Wm82.a4.v1	0.0078	1     	FALSE	0.17  	0.98  	FALSE	0.17  	0.99  	FALSE
Glyma.02G052500.Wm82.a4.v1	-0.078	1     	FALSE	-0.068	NA    	NA	0.0095	1     	FALSE
Glyma.02G052600.Wm82.a4.v1	0.038 	1     	FALSE	0.099 	0.99  	FALSE	0.061 	1     	FALSE
Glyma.02G052700.Wm82.a4.v1	-0.13 	1     	FALSE	-0.072	0.99  	FALSE	0.062 	1     	FALSE
Glyma.02G052900.Wm82.a4.v1	-0.15 	1     	FALSE	-0.13 	0.98  	FALSE	0.016 	1     	FALSE
Glyma.02G053000.Wm82.a4.v1	-0.11 	1     	FALSE	-0.19 	0.98  	FALSE	-0.081	0.99  	FALSE
Glyma.02G053100.Wm82.a4.v1	0.1   	1     	FALSE	0.16  	0.98  	FALSE	0.055 	1     	FALSE
Glyma.02G053300.Wm82.a4.v1	0.018 	1     	FALSE	-0.2  	0.97  	FALSE	-0.22 	0.99  	FALSE
Glyma.02G053466.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.02G053532.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.02G053600.Wm82.a4.v1	0.12  	1     	FALSE	0.21  	0.98  	FALSE	0.089 	0.99  	FALSE
Glyma.02G053800.Wm82.a4.v1	-0.11 	1     	FALSE	-0.036	0.99  	FALSE	0.069 	0.99  	FALSE
Glyma.02G053900.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.02G054000.Wm82.a4.v1	-0.083	1     	FALSE	-0.068	0.99  	FALSE	0.015 	1     	FALSE
Glyma.02G054200.Wm82.a4.v1	0.23  	0.37  	FALSE	0.06  	NA    	NA	-0.17 	0.99  	FALSE
Glyma.02G054400.Wm82.a4.v1	-0.11 	1     	FALSE	-0.044	0.99  	FALSE	0.071 	1     	FALSE
Glyma.02G054500.Wm82.a4.v1	0.22  	1     	FALSE	0.24  	0.97  	FALSE	0.018 	1     	FALSE
Glyma.02G054800.Wm82.a4.v1	-0.12 	1     	FALSE	-0.12 	0.98  	FALSE	-0.0016	1     	FALSE
Glyma.02G054900.Wm82.a4.v1	0.053 	1     	FALSE	-0.11 	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.02G055000.Wm82.a4.v1	0.033 	1     	FALSE	-0.25 	0.97  	FALSE	-0.28 	0.99  	FALSE
Glyma.02G055100.Wm82.a4.v1	-0.22 	1     	FALSE	-0.016	1     	FALSE	0.21  	0.99  	FALSE
Glyma.02G055200.Wm82.a4.v1	-0.085	1     	FALSE	-0.39 	0.78  	FALSE	-0.3  	0.99  	FALSE
Glyma.02G055300.Wm82.a4.v1	0.037 	1     	FALSE	-0.057	0.99  	FALSE	-0.094	0.99  	FALSE
Glyma.02G055400.Wm82.a4.v1	0.17  	1     	FALSE	0.098 	0.99  	FALSE	-0.07 	0.99  	FALSE
Glyma.02G055500.Wm82.a4.v1	-0.22 	1     	FALSE	-0.16 	0.98  	FALSE	0.059 	1     	FALSE
Glyma.02G055600.Wm82.a4.v1	-0.025	1     	FALSE	0.033 	0.99  	FALSE	0.058 	1     	FALSE
Glyma.02G055900.Wm82.a4.v1	0.42  	0.68  	FALSE	0.22  	0.97  	FALSE	-0.19 	0.99  	FALSE
Glyma.02G056000.Wm82.a4.v1	0.081 	NA    	NA	0.024 	NA    	NA	-0.057	NA    	NA
Glyma.02G056200.Wm82.a4.v1	-0.17 	1     	FALSE	-0.13 	0.98  	FALSE	0.048 	1     	FALSE
Glyma.02G056400.Wm82.a4.v1	0.65  	0.13  	FALSE	0.23  	0.97  	FALSE	-0.43 	0.99  	FALSE
Glyma.02G056600.Wm82.a4.v1	0.0031	1     	FALSE	0.04  	0.99  	FALSE	0.037 	1     	FALSE
Glyma.02G056700.Wm82.a4.v1	-0.18 	1     	FALSE	-0.077	0.99  	FALSE	0.099 	0.99  	FALSE
Glyma.02G056800.Wm82.a4.v1	-0.011	1     	FALSE	0.13  	0.98  	FALSE	0.14  	0.99  	FALSE
Glyma.02G056900.Wm82.a4.v1	-0.015	1     	FALSE	-0.11 	0.99  	FALSE	-0.094	0.99  	FALSE
Glyma.02G057000.Wm82.a4.v1	0.26  	1     	FALSE	0.22  	0.96  	FALSE	-0.034	1     	FALSE
Glyma.02G057100.Wm82.a4.v1	-0.45 	0.54  	FALSE	-0.31 	0.87  	FALSE	0.14  	0.99  	FALSE
Glyma.02G057200.Wm82.a4.v1	-0.06 	1     	FALSE	-0.12 	0.98  	FALSE	-0.056	1     	FALSE
Glyma.02G057400.Wm82.a4.v1	-0.039	1     	FALSE	-0.037	0.99  	FALSE	0.0015	1     	FALSE
Glyma.02G057500.Wm82.a4.v1	-0.11 	1     	FALSE	-0.16 	0.98  	FALSE	-0.053	1     	FALSE
Glyma.02G057600.Wm82.a4.v1	-0.21 	1     	FALSE	-0.00022	1     	FALSE	0.21  	0.99  	FALSE
Glyma.02G057800.Wm82.a4.v1	0.07  	1     	FALSE	0.15  	0.97  	FALSE	0.083 	0.99  	FALSE
Glyma.02G057900.Wm82.a4.v1	0.038 	1     	FALSE	0.062 	0.99  	FALSE	0.023 	1     	FALSE
Glyma.02G058000.Wm82.a4.v1	-0.64 	0.056 	FALSE	-0.62 	0.066 	FALSE	0.018 	1     	FALSE
Glyma.02G058051.Wm82.a4.v1	-0.3  	1     	FALSE	-0.22 	0.97  	FALSE	0.074 	1     	FALSE
Glyma.02G058100.Wm82.a4.v1	-0.13 	1     	FALSE	0.1   	0.98  	FALSE	0.24  	0.99  	FALSE
Glyma.02G058200.Wm82.a4.v1	0.035 	1     	FALSE	-0.27 	0.91  	FALSE	-0.31 	0.99  	FALSE
Glyma.02G058400.Wm82.a4.v1	-0.2  	1     	FALSE	0.028 	0.99  	FALSE	0.23  	0.99  	FALSE
Glyma.02G058500.Wm82.a4.v1	0.11  	1     	FALSE	0.33  	0.72  	FALSE	0.23  	0.99  	FALSE
Glyma.02G058600.Wm82.a4.v1	-0.23 	1     	FALSE	-0.15 	0.98  	FALSE	0.079 	1     	FALSE
Glyma.02G058700.Wm82.a4.v1	0.14  	1     	FALSE	-0.013	1     	FALSE	-0.16 	0.99  	FALSE
Glyma.02G058800.Wm82.a4.v1	-0.4  	0.75  	FALSE	-0.29 	0.89  	FALSE	0.1   	0.99  	FALSE
Glyma.02G058900.Wm82.a4.v1	0.055 	1     	FALSE	-0.065	NA    	NA	-0.12 	0.99  	FALSE
Glyma.02G058950.Wm82.a4.v1	-0.012	NA    	NA	0.0053	NA    	NA	0.017 	NA    	NA
Glyma.02G059000.Wm82.a4.v1	0.29  	1     	FALSE	0.32  	0.91  	FALSE	0.021 	1     	FALSE
Glyma.02G059100.Wm82.a4.v1	0.0052	1     	FALSE	0.048 	0.99  	FALSE	0.043 	1     	FALSE
Glyma.02G059200.Wm82.a4.v1	-0.21 	1     	FALSE	-0.2  	0.97  	FALSE	0.0084	1     	FALSE
Glyma.02G059300.Wm82.a4.v1	0.21  	1     	FALSE	0.088 	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.02G059400.Wm82.a4.v1	-0.099	1     	FALSE	0.00036	NA    	NA	0.099 	0.99  	FALSE
Glyma.02G059500.Wm82.a4.v1	-0.27 	1     	FALSE	-0.35 	0.86  	FALSE	-0.076	1     	FALSE
Glyma.02G059600.Wm82.a4.v1	-0.03 	1     	FALSE	-0.33 	0.83  	FALSE	-0.3  	0.99  	FALSE
Glyma.02G059700.Wm82.a4.v1	-0.097	1     	FALSE	0.11  	0.99  	FALSE	0.21  	0.99  	FALSE
Glyma.02G059800.Wm82.a4.v1	0.018 	1     	FALSE	0.01  	1     	FALSE	-0.0076	1     	FALSE
Glyma.02G059900.Wm82.a4.v1	0.032 	1     	FALSE	0.17  	0.97  	FALSE	0.14  	0.99  	FALSE
Glyma.02G060002.Wm82.a4.v1	-0.032	1     	FALSE	0.2   	0.97  	FALSE	0.23  	0.99  	FALSE
Glyma.02G060102.Wm82.a4.v1	0.096 	1     	FALSE	-0.29 	0.95  	FALSE	-0.38 	0.99  	FALSE
Glyma.02G060202.Wm82.a4.v1	0.11  	1     	FALSE	0.11  	0.99  	FALSE	0.0073	1     	FALSE
Glyma.02G060302.Wm82.a4.v1	0.069 	1     	FALSE	-0.11 	0.99  	FALSE	-0.18 	0.99  	FALSE
Glyma.02G060500.Wm82.a4.v1	-0.052	1     	FALSE	0.27  	0.91  	FALSE	0.32  	0.99  	FALSE
Glyma.02G060600.Wm82.a4.v1	-0.026	1     	FALSE	-0.13 	0.98  	FALSE	-0.11 	0.99  	FALSE
Glyma.02G060666.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.02G060732.Wm82.a4.v1	-0.035	1     	FALSE	0.15  	0.98  	FALSE	0.18  	0.99  	FALSE
Glyma.02G060800.Wm82.a4.v1	0.093 	1     	FALSE	0.043 	0.99  	FALSE	-0.05 	1     	FALSE
Glyma.02G060900.Wm82.a4.v1	0.0061	NA    	NA	-0.0055	NA    	NA	-0.012	NA    	NA
Glyma.02G061000.Wm82.a4.v1	-0.18 	1     	FALSE	-0.35 	0.66  	FALSE	-0.16 	0.99  	FALSE
Glyma.02G061100.Wm82.a4.v1	0.31  	1     	FALSE	0.3   	0.93  	FALSE	-0.011	1     	FALSE
Glyma.02G061400.Wm82.a4.v1	0.46  	0.51  	FALSE	0.23  	0.96  	FALSE	-0.23 	0.99  	FALSE
Glyma.02G061500.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.02G061600.Wm82.a4.v1	0.15  	1     	FALSE	0.12  	NA    	NA	-0.032	1     	FALSE
Glyma.02G061700.Wm82.a4.v1	-0.11 	1     	FALSE	0.0087	1     	FALSE	0.12  	0.99  	FALSE
Glyma.02G061800.Wm82.a4.v1	-0.014	1     	FALSE	0.25  	0.97  	FALSE	0.27  	0.99  	FALSE
Glyma.02G061902.Wm82.a4.v1	-0.23 	1     	FALSE	-0.13 	0.98  	FALSE	0.1   	0.99  	FALSE
Glyma.02G062000.Wm82.a4.v1	-0.39 	0.95  	FALSE	-0.15 	0.99  	FALSE	0.24  	0.99  	FALSE
Glyma.02G062100.Wm82.a4.v1	-0.24 	1     	FALSE	0.21  	0.97  	FALSE	0.45  	0.99  	FALSE
Glyma.02G062200.Wm82.a4.v1	-0.14 	1     	FALSE	0.14  	0.98  	FALSE	0.27  	0.99  	FALSE
Glyma.02G062251.Wm82.a4.v1	0.17  	1     	FALSE	0.15  	0.98  	FALSE	-0.025	1     	FALSE
Glyma.02G062302.Wm82.a4.v1	0.058 	1     	FALSE	-0.15 	0.99  	FALSE	-0.21 	0.99  	FALSE
Glyma.02G062352.Wm82.a4.v1	-0.0037	NA    	NA	-0.027	NA    	NA	-0.023	NA    	NA
Glyma.02G062400.Wm82.a4.v1	0.051 	1     	FALSE	-0.26 	0.96  	FALSE	-0.31 	0.99  	FALSE
Glyma.02G062500.Wm82.a4.v1	0.1   	1     	FALSE	0.3   	0.69  	FALSE	0.2   	0.99  	FALSE
Glyma.02G062600.Wm82.a4.v1	0.56  	0.36  	FALSE	0.13  	0.99  	FALSE	-0.43 	0.99  	FALSE
Glyma.02G062700.Wm82.a4.v1	-0.0017	1     	FALSE	-0.4  	0.78  	FALSE	-0.39 	0.99  	FALSE
Glyma.02G062800.Wm82.a4.v1	-0.13 	1     	FALSE	-0.24 	0.92  	FALSE	-0.11 	0.99  	FALSE
Glyma.02G062900.Wm82.a4.v1	-0.28 	1     	FALSE	-0.019	1     	FALSE	0.26  	0.99  	FALSE
Glyma.02G063300.Wm82.a4.v1	-0.022	NA    	NA	-0.015	NA    	NA	0.0069	NA    	NA
Glyma.02G063400.Wm82.a4.v1	-0.019	NA    	NA	-0.027	NA    	NA	-0.0081	NA    	NA
Glyma.02G063500.Wm82.a4.v1	0.13  	1     	FALSE	-0.39 	0.83  	FALSE	-0.52 	0.99  	FALSE
Glyma.02G063600.Wm82.a4.v1	0.011 	1     	FALSE	0.01  	1     	FALSE	-0.0009	1     	FALSE
Glyma.02G063700.Wm82.a4.v1	-0.47 	0.64  	FALSE	-0.59 	0.23  	FALSE	-0.12 	0.99  	FALSE
Glyma.02G063802.Wm82.a4.v1	-0.02 	1     	FALSE	0.21  	0.97  	FALSE	0.23  	0.99  	FALSE
Glyma.02G063900.Wm82.a4.v1	-0.2  	1     	FALSE	-0.13 	0.99  	FALSE	0.063 	1     	FALSE
Glyma.02G064100.Wm82.a4.v1	-0.076	1     	FALSE	-0.13 	0.99  	FALSE	-0.056	1     	FALSE
Glyma.02G064200.Wm82.a4.v1	-0.13 	1     	FALSE	-0.022	1     	FALSE	0.11  	0.99  	FALSE
Glyma.02G064300.Wm82.a4.v1	-0.2  	1     	FALSE	-0.42 	0.57  	FALSE	-0.22 	0.99  	FALSE
Glyma.02G064400.Wm82.a4.v1	-0.34 	0.99  	FALSE	-0.49 	0.41  	FALSE	-0.15 	0.99  	FALSE
Glyma.02G064500.Wm82.a4.v1	-0.092	1     	FALSE	-0.059	0.99  	FALSE	0.032 	1     	FALSE
Glyma.02G064600.Wm82.a4.v1	-0.14 	1     	FALSE	0.016 	1     	FALSE	0.15  	0.99  	FALSE
Glyma.02G064700.Wm82.a4.v1	0.025 	1     	FALSE	-0.022	1     	FALSE	-0.047	1     	FALSE
Glyma.02G064800.Wm82.a4.v1	-0.033	1     	FALSE	-0.15 	0.97  	FALSE	-0.12 	0.99  	FALSE
Glyma.02G064900.Wm82.a4.v1	0.059 	1     	FALSE	-0.096	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.02G065000.Wm82.a4.v1	0.11  	1     	FALSE	-0.046	NA    	NA	-0.15 	0.99  	FALSE
Glyma.02G065200.Wm82.a4.v1	0.083 	1     	FALSE	0.0074	1     	FALSE	-0.076	1     	FALSE
Glyma.02G065300.Wm82.a4.v1	0.034 	1     	FALSE	-0.013	1     	FALSE	-0.047	1     	FALSE
Glyma.02G065400.Wm82.a4.v1	-0.032	1     	FALSE	-0.097	0.99  	FALSE	-0.066	0.99  	FALSE
Glyma.02G065500.Wm82.a4.v1	-0.0059	1     	FALSE	-0.1  	0.99  	FALSE	-0.096	0.99  	FALSE
Glyma.02G065600.Wm82.a4.v1	-0.079	1     	FALSE	0.089 	0.99  	FALSE	0.17  	0.99  	FALSE
Glyma.02G065801.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.02G066000.Wm82.a4.v1	0.11  	1     	FALSE	0.22  	0.91  	FALSE	0.11  	0.99  	FALSE
Glyma.02G066100.Wm82.a4.v1	0.14  	1     	FALSE	0.12  	0.99  	FALSE	-0.015	1     	FALSE
Glyma.02G066200.Wm82.a4.v1	-0.2  	1     	FALSE	-0.14 	0.98  	FALSE	0.06  	0.99  	FALSE
Glyma.02G066400.Wm82.a4.v1	0.057 	1     	FALSE	-0.005	1     	FALSE	-0.062	0.99  	FALSE
Glyma.02G066500.Wm82.a4.v1	0.1   	1     	FALSE	0.097 	0.98  	FALSE	-0.0045	1     	FALSE
Glyma.02G066600.Wm82.a4.v1	0.041 	1     	FALSE	0.036 	0.99  	FALSE	-0.0052	1     	FALSE
Glyma.02G066651.Wm82.a4.v1	-0.027	NA    	NA	-0.017	NA    	NA	0.0099	NA    	NA
Glyma.02G066700.Wm82.a4.v1	-0.054	1     	FALSE	0.12  	0.99  	FALSE	0.17  	0.99  	FALSE
Glyma.02G066800.Wm82.a4.v1	0.11  	1     	FALSE	-0.092	NA    	NA	-0.2  	0.99  	FALSE
Glyma.02G067000.Wm82.a4.v1	0.14  	1     	FALSE	-0.11 	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.02G067100.Wm82.a4.v1	0.12  	1     	FALSE	0.12  	0.99  	FALSE	0.0043	1     	FALSE
Glyma.02G067300.Wm82.a4.v1	-0.092	1     	FALSE	-0.32 	0.75  	FALSE	-0.22 	0.99  	FALSE
Glyma.02G067400.Wm82.a4.v1	-0.042	1     	FALSE	-0.35 	0.78  	FALSE	-0.31 	0.99  	FALSE
Glyma.02G067500.Wm82.a4.v1	-0.058	1     	FALSE	0.027 	1     	FALSE	0.085 	1     	FALSE
Glyma.02G067600.Wm82.a4.v1	0.49  	0.66  	FALSE	0.4   	0.8   	FALSE	-0.091	0.99  	FALSE
Glyma.02G067700.Wm82.a4.v1	-0.021	NA    	NA	0     	NA    	NA	0.017 	NA    	NA
Glyma.02G068000.Wm82.a4.v1	-0.24 	1     	FALSE	-0.19 	0.97  	FALSE	0.047 	1     	FALSE
Glyma.02G068100.Wm82.a4.v1	-0.27 	1     	FALSE	-0.39 	0.72  	FALSE	-0.12 	0.99  	FALSE
Glyma.02G068200.Wm82.a4.v1	0.31  	1     	FALSE	-0.0023	1     	FALSE	-0.31 	0.99  	FALSE
Glyma.02G068300.Wm82.a4.v1	0.074 	1     	FALSE	0.034 	0.99  	FALSE	-0.04 	1     	FALSE
Glyma.02G068400.Wm82.a4.v1	0.037 	1     	FALSE	0.15  	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.02G068500.Wm82.a4.v1	0.036 	1     	FALSE	-0.14 	0.98  	FALSE	-0.17 	0.99  	FALSE
Glyma.02G068600.Wm82.a4.v1	0.14  	1     	FALSE	0.068 	0.99  	FALSE	-0.074	0.99  	FALSE
Glyma.02G068700.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.02G068900.Wm82.a4.v1	-0.12 	1     	FALSE	-0.018	1     	FALSE	0.1   	0.99  	FALSE
Glyma.02G069000.Wm82.a4.v1	-0.21 	1     	FALSE	0.051 	0.99  	FALSE	0.26  	0.99  	FALSE
Glyma.02G069200.Wm82.a4.v1	-0.084	NA    	NA	-0.0043	NA    	NA	0.08  	NA    	NA
Glyma.02G069300.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.02G069400.Wm82.a4.v1	-0.2  	1     	FALSE	-0.13 	0.99  	FALSE	0.063 	1     	FALSE
Glyma.02G069500.Wm82.a4.v1	-0.42 	0.73  	FALSE	-0.26 	0.95  	FALSE	0.16  	0.99  	FALSE
Glyma.02G069700.Wm82.a4.v1	0.12  	1     	FALSE	-0.38 	0.83  	FALSE	-0.49 	0.99  	FALSE
Glyma.02G069800.Wm82.a4.v1	-0.2  	1     	FALSE	-0.046	0.99  	FALSE	0.15  	0.99  	FALSE
Glyma.02G069900.Wm82.a4.v1	0.11  	1     	FALSE	0.016 	1     	FALSE	-0.094	0.99  	FALSE
Glyma.02G070000.Wm82.a4.v1	-0.21 	1     	FALSE	-0.09 	0.99  	FALSE	0.12  	0.99  	FALSE
