Geneid	NPYCT	NPYCU	NSNCH	NPYCW	NPYCX	NPYCZ	NPYCY	NPYGA	NPYGB
Glyma.18G256000.Wm82.a4.v1	0.00	0.17	0.00	0.00	0.00	0.19	0.00	0.00	0.00
Glyma.18G256100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G256151.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G256200.Wm82.a4.v1	25.35	25.34	27.97	26.54	25.53	15.83	20.56	22.95	20.11
Glyma.18G256300.Wm82.a4.v1	0.10	0.00	0.00	0.08	0.04	0.07	0.00	0.00	0.00
Glyma.18G256400.Wm82.a4.v1	6.23	6.02	4.32	3.74	4.50	1.76	3.66	3.03	4.07
Glyma.18G256500.Wm82.a4.v1	34.36	35.39	25.89	30.97	40.31	20.04	27.10	27.87	14.38
Glyma.18G256600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G256800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.05	0.00	0.05	0.00	0.00
Glyma.18G256900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G257000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G257100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G257200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G257300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G257400.Wm82.a4.v1	0.26	0.55	0.17	0.49	0.27	1.37	2.04	0.13	0.00
Glyma.18G257500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00
Glyma.18G257700.Wm82.a4.v1	8.63	9.16	7.52	8.28	5.94	5.71	7.95	7.43	7.38
Glyma.18G257800.Wm82.a4.v1	0.90	1.58	1.21	0.90	1.78	0.20	0.49	0.79	0.62
Glyma.18G257900.Wm82.a4.v1	1.54	1.28	1.54	0.31	0.78	0.30	1.52	1.26	0.39
Glyma.18G258000.Wm82.a4.v1	445.64	425.75	419.44	453.00	474.07	223.45	297.88	586.36	205.90
Glyma.18G258100.Wm82.a4.v1	1.53	1.61	1.35	0.26	1.24	1.02	1.56	2.20	0.60
Glyma.18G258200.Wm82.a4.v1	0.00	0.00	0.07	0.14	0.12	0.00	0.00	0.00	0.00
Glyma.18G258300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G258400.Wm82.a4.v1	2.94	3.03	2.59	2.86	2.53	2.26	3.07	1.97	3.06
Glyma.18G258500.Wm82.a4.v1	4.87	4.19	4.34	3.84	5.61	4.08	4.77	5.66	2.56
Glyma.18G258600.Wm82.a4.v1	4.57	6.67	3.81	6.17	5.59	4.20	5.43	6.45	7.15
Glyma.18G258700.Wm82.a4.v1	0.25	0.36	0.25	0.08	0.07	0.00	0.14	0.06	0.10
Glyma.18G258900.Wm82.a4.v1	101.10	98.17	133.36	110.99	108.50	72.31	100.60	116.98	178.90
Glyma.18G259000.Wm82.a4.v1	6.32	5.56	4.58	4.06	5.99	3.24	3.70	4.79	3.46
Glyma.18G259100.Wm82.a4.v1	0.51	0.63	0.39	0.09	0.16	0.16	0.17	1.22	0.00
Glyma.18G259300.Wm82.a4.v1	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14
Glyma.18G259400.Wm82.a4.v1	81.20	84.52	74.62	85.85	85.20	47.88	86.50	96.35	59.05
Glyma.18G259500.Wm82.a4.v1	8.82	10.13	8.92	13.55	13.02	10.08	14.86	5.36	9.28
Glyma.18G259600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G259700.Wm82.a4.v1	0.23	0.10	0.29	0.13	0.21	0.11	0.11	0.24	0.05
Glyma.18G259800.Wm82.a4.v1	2.28	0.94	1.63	2.99	1.22	1.14	2.61	1.87	1.32
Glyma.18G259900.Wm82.a4.v1	0.03	0.00	0.03	0.03	0.03	0.11	0.06	0.05	0.00
Glyma.18G260000.Wm82.a4.v1	2.14	2.82	1.81	0.76	1.07	1.27	0.63	4.26	0.41
Glyma.18G260101.Wm82.a4.v1	0.30	0.29	0.43	0.30	0.47	0.22	0.65	1.02	0.33
Glyma.18G260200.Wm82.a4.v1	3.45	3.60	3.28	3.91	3.87	3.18	3.85	3.43	5.20
Glyma.18G260266.Wm82.a4.v1	1.04	1.50	2.15	2.64	1.11	1.57	1.67	2.06	2.52
Glyma.18G260332.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G260400.Wm82.a4.v1	14.67	14.82	14.98	12.91	15.96	11.00	12.46	13.37	14.54
Glyma.18G260500.Wm82.a4.v1	5.42	5.24	5.57	5.35	5.75	3.94	5.11	4.47	2.77
Glyma.18G260600.Wm82.a4.v1	11.16	7.13	8.90	10.92	12.54	8.78	14.07	14.37	13.76
Glyma.18G260700.Wm82.a4.v1	20.56	24.95	21.00	17.64	25.87	22.67	29.53	25.19	53.77
Glyma.18G260800.Wm82.a4.v1	8.47	9.38	9.31	7.72	8.67	5.85	6.29	8.25	9.57
Glyma.18G260900.Wm82.a4.v1	0.00	0.00	0.09	0.00	0.14	0.00	0.15	0.00	0.00
Glyma.18G261000.Wm82.a4.v1	8.59	7.75	6.86	9.25	8.59	5.34	9.31	7.81	4.85
Glyma.18G261100.Wm82.a4.v1	46.62	47.06	41.13	54.77	49.73	31.55	55.30	45.01	37.30
Glyma.18G261200.Wm82.a4.v1	0.56	0.88	0.51	0.64	0.92	0.55	0.64	0.79	0.49
Glyma.18G261300.Wm82.a4.v1	0.29	0.04	0.14	0.03	0.17	0.17	0.06	0.22	0.13
Glyma.18G261400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G261500.Wm82.a4.v1	3.88	4.16	2.41	3.19	3.36	3.66	3.54	2.84	2.46
Glyma.18G261600.Wm82.a4.v1	56.96	54.89	56.39	43.93	40.71	33.67	39.96	45.53	50.27
Glyma.18G261700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G261900.Wm82.a4.v1	0.81	1.16	0.94	2.14	2.37	0.84	1.41	1.44	0.73
Glyma.18G262000.Wm82.a4.v1	0.08	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00
Glyma.18G262100.Wm82.a4.v1	0.07	0.05	0.14	0.09	0.08	0.04	0.12	0.04	0.06
Glyma.18G262200.Wm82.a4.v1	1.57	0.27	0.99	1.03	1.63	0.72	1.09	1.34	1.23
Glyma.18G262300.Wm82.a4.v1	0.00	0.20	0.00	0.00	0.00	0.15	0.16	0.14	0.00
Glyma.18G262450.Wm82.a4.v1	0.44	0.38	0.64	1.33	0.84	0.38	0.70	0.82	0.28
Glyma.18G262500.Wm82.a4.v1	7.36	7.03	7.95	6.32	7.33	6.01	8.57	7.03	10.69
Glyma.18G262600.Wm82.a4.v1	0.22	0.11	0.07	0.05	0.13	0.09	0.09	0.08	0.08
Glyma.18G262800.Wm82.a4.v1	0.00	0.17	0.00	0.00	0.25	0.25	0.40	0.24	0.37
Glyma.18G262900.Wm82.a4.v1	19.96	17.42	17.61	18.89	18.27	13.45	20.64	15.76	13.96
Glyma.18G263000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G263100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G263200.Wm82.a4.v1	0.00	0.02	0.00	0.07	0.00	0.04	0.00	0.01	0.00
Glyma.18G263300.Wm82.a4.v1	0.56	0.51	0.63	1.00	0.60	0.58	0.88	0.56	0.57
Glyma.18G263400.Wm82.a4.v1	10.23	10.69	11.73	9.50	11.62	8.31	11.87	9.82	9.34
Glyma.18G263500.Wm82.a4.v1	2.70	3.98	2.38	2.81	2.61	1.97	3.30	1.87	2.08
Glyma.18G263600.Wm82.a4.v1	1.57	2.02	2.69	3.44	1.67	4.96	8.10	1.54	1.07
Glyma.18G263700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.08	0.00
Glyma.18G263900.Wm82.a4.v1	1.29	2.10	1.46	1.91	2.08	2.01	3.73	3.44	1.53
Glyma.18G263950.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G264000.Wm82.a4.v1	10.96	10.85	7.43	11.28	12.93	8.19	12.69	12.94	8.78
Glyma.18G264100.Wm82.a4.v1	0.33	0.53	0.14	0.57	0.35	0.13	0.23	0.21	0.26
Glyma.18G264200.Wm82.a4.v1	8.10	8.17	7.02	8.82	8.02	4.20	7.89	8.66	8.05
Glyma.18G264300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G264400.Wm82.a4.v1	1.74	0.85	1.34	1.21	1.44	1.01	1.92	1.47	0.78
Glyma.18G264600.Wm82.a4.v1	33.09	35.22	20.21	33.64	33.31	23.03	41.79	28.51	20.86
Glyma.18G264700.Wm82.a4.v1	6.32	6.25	5.20	6.31	6.37	3.69	5.83	6.50	3.70
Glyma.18G264800.Wm82.a4.v1	18.36	18.35	20.92	17.06	19.62	15.75	22.17	23.72	27.99
Glyma.18G264900.Wm82.a4.v1	19.11	21.44	19.49	19.58	18.96	15.08	21.39	19.47	17.43
Glyma.18G265000.Wm82.a4.v1	14.88	15.20	12.80	17.75	15.80	11.54	16.68	13.65	12.75
Glyma.18G265100.Wm82.a4.v1	141.63	144.55	143.52	159.07	163.62	81.93	119.07	154.37	158.24
Glyma.18G265200.Wm82.a4.v1	2.65	2.23	2.87	2.61	3.03	2.14	2.82	2.72	3.21
Glyma.18G265300.Wm82.a4.v1	28.40	26.43	22.50	24.66	26.24	13.70	21.85	22.81	22.14
Glyma.18G265400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G265500.Wm82.a4.v1	18.30	19.75	17.44	16.28	17.74	11.50	17.10	17.27	13.91
Glyma.18G265600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G265700.Wm82.a4.v1	5.71	5.83	5.03	7.51	5.57	5.18	6.78	5.54	4.93
Glyma.18G265750.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G265800.Wm82.a4.v1	10.23	7.37	8.80	3.16	6.11	5.93	5.52	5.45	6.77
Glyma.18G265900.Wm82.a4.v1	19.60	24.09	19.26	15.15	22.00	17.41	24.97	11.91	23.56
Glyma.18G266000.Wm82.a4.v1	1.26	2.78	1.19	0.66	1.66	1.04	2.29	0.62	1.56
Glyma.18G266100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
Glyma.18G266200.Wm82.a4.v1	72.61	77.73	105.19	83.38	74.37	33.30	67.08	68.37	142.36
Glyma.18G266267.Wm82.a4.v1	3.69	3.84	2.56	2.98	3.44	2.44	2.60	4.16	3.17
Glyma.18G266333.Wm82.a4.v1	1.24	0.98	1.32	1.14	1.99	0.91	1.55	0.82	0.55
Glyma.18G266400.Wm82.a4.v1	10.45	9.98	7.24	13.19	11.89	7.36	14.03	9.47	5.52
Glyma.18G266500.Wm82.a4.v1	62.54	59.55	55.33	69.56	69.37	41.14	59.92	70.75	35.55
Glyma.18G266600.Wm82.a4.v1	13.84	12.54	13.63	15.84	15.30	11.14	16.09	13.41	10.14
Glyma.18G266700.Wm82.a4.v1	0.33	0.51	0.45	0.34	0.13	0.36	0.43	0.17	0.10
Glyma.18G266900.Wm82.a4.v1	9.49	10.82	8.77	9.03	10.14	7.07	9.36	7.87	6.82
Glyma.18G267000.Wm82.a4.v1	6.37	8.89	7.87	9.51	8.60	6.34	10.35	6.39	6.40
Glyma.18G267100.Wm82.a4.v1	65.08	65.67	61.11	68.81	75.87	37.46	64.14	61.15	56.53
Glyma.18G267150.Wm82.a4.v1	1.12	0.00	0.00	0.00	0.00	1.20	1.28	0.00	0.00
Glyma.18G267200.Wm82.a4.v1	13.14	14.59	12.75	15.18	15.42	11.64	17.30	11.24	9.90
Glyma.18G267400.Wm82.a4.v1	3.03	2.39	2.63	3.33	3.33	1.57	2.72	2.53	1.25
Glyma.18G267500.Wm82.a4.v1	0.19	0.09	0.08	0.08	0.00	0.07	0.07	0.06	0.00
Glyma.18G267600.Wm82.a4.v1	0.16	0.17	0.34	0.45	0.43	0.26	0.23	0.29	0.13
Glyma.18G267800.Wm82.a4.v1	0.52	0.22	0.30	0.09	0.08	0.00	0.17	0.00	0.00
Glyma.18G267900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G268002.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G268100.Wm82.a4.v1	9.41	9.26	7.60	5.96	8.14	5.55	5.38	4.89	3.53
Glyma.18G268200.Wm82.a4.v1	18.19	19.60	17.38	10.19	16.94	13.92	10.40	9.46	16.00
Glyma.18G268300.Wm82.a4.v1	17.12	15.19	16.19	10.78	14.60	8.97	9.35	8.60	11.31
Glyma.18G268400.Wm82.a4.v1	41.03	42.61	37.97	33.16	36.98	26.65	34.00	31.13	28.73
Glyma.18G268500.Wm82.a4.v1	24.30	24.80	19.53	20.30	22.84	16.02	22.05	17.56	19.18
Glyma.18G268600.Wm82.a4.v1	3.06	3.78	1.88	2.27	2.85	2.61	2.33	2.12	2.82
Glyma.18G268700.Wm82.a4.v1	0.60	0.60	0.60	0.19	0.32	0.55	1.13	0.50	0.53
Glyma.18G268800.Wm82.a4.v1	9.00	9.43	7.66	10.42	10.16	6.38	8.87	7.47	8.17
Glyma.18G268900.Wm82.a4.v1	2.43	2.73	2.09	3.51	2.83	0.99	3.84	1.85	1.53
Glyma.18G269100.Wm82.a4.v1	13.74	14.80	9.06	17.12	13.99	6.98	15.09	13.10	15.33
Glyma.18G269200.Wm82.a4.v1	3.58	5.27	4.15	4.13	4.42	1.88	4.21	4.80	2.64
Glyma.18G269300.Wm82.a4.v1	0.83	1.79	2.12	1.23	2.22	0.15	1.11	0.43	1.12
Glyma.18G269400.Wm82.a4.v1	0.88	0.25	1.24	0.56	1.23	0.19	0.40	0.64	0.71
Glyma.18G269500.Wm82.a4.v1	13.32	10.43	11.05	13.88	14.03	7.51	15.17	12.29	10.54
Glyma.18G269600.Wm82.a4.v1	0.00	0.09	0.08	0.00	0.14	0.07	0.00	0.20	0.10
Glyma.18G269700.Wm82.a4.v1	0.09	0.13	0.29	0.11	0.09	0.00	0.15	0.18	0.21
Glyma.18G269800.Wm82.a4.v1	221.40	238.98	227.06	309.84	323.03	129.44	246.88	307.47	210.99
Glyma.18G269900.Wm82.a4.v1	7.30	7.59	8.11	6.36	9.45	2.86	6.63	7.64	6.56
Glyma.18G269950.Wm82.a4.v1	10.11	7.28	4.21	6.40	8.78	2.04	7.94	9.86	9.19
Glyma.18G270001.Wm82.a4.v1	0.27	0.26	0.12	0.00	0.19	0.00	0.00	0.00	0.29
Glyma.18G270051.Wm82.a4.v1	22.72	29.57	25.36	31.53	41.31	12.85	18.22	38.97	21.25
Glyma.18G270100.Wm82.a4.v1	5.62	5.54	5.66	4.59	5.15	1.47	4.55	4.09	4.50
Glyma.18G270150.Wm82.a4.v1	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G270200.Wm82.a4.v1	0.45	0.73	0.34	0.80	0.19	0.06	0.58	0.50	0.97
Glyma.18G270300.Wm82.a4.v1	114.05	115.12	91.33	101.76	138.94	38.50	86.07	130.98	132.24
Glyma.18G270500.Wm82.a4.v1	1.44	1.92	1.14	2.47	1.64	1.14	2.23	2.03	1.05
Glyma.18G270600.Wm82.a4.v1	1.52	1.17	1.25	1.10	2.24	1.01	2.96	2.07	3.42
Glyma.18G270700.Wm82.a4.v1	1.12	1.01	0.65	1.48	1.90	0.80	1.76	0.78	1.96
Glyma.18G270800.Wm82.a4.v1	0.04	0.00	0.08	0.05	0.00	0.05	0.00	0.00	0.00
Glyma.18G270900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G271000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G271100.Wm82.a4.v1	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
Glyma.18G271167.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G271233.Wm82.a4.v1	0.19	0.11	0.22	0.19	0.12	0.04	0.38	0.15	0.06
Glyma.18G271300.Wm82.a4.v1	17.71	15.65	16.13	14.19	17.92	7.81	15.84	10.06	14.93
Glyma.18G271400.Wm82.a4.v1	1.19	0.98	1.36	0.21	1.00	0.36	0.49	1.06	0.82
Glyma.18G271500.Wm82.a4.v1	12.63	12.75	10.07	9.57	11.24	3.75	10.11	8.01	9.82
Glyma.18G271700.Wm82.a4.v1	13.95	12.98	12.27	12.22	13.43	7.24	12.90	10.38	12.75
Glyma.18G271900.Wm82.a4.v1	30.46	32.74	28.81	27.18	44.48	13.80	26.34	32.25	23.40
Glyma.18G272000.Wm82.a4.v1	119.69	123.22	93.10	120.02	143.78	46.96	106.89	121.08	94.78
Glyma.18G272100.Wm82.a4.v1	3.38	4.32	2.58	5.04	3.96	1.70	4.61	5.73	3.61
Glyma.18G272200.Wm82.a4.v1	113.98	119.69	108.09	94.59	106.81	42.11	88.48	105.53	76.55
Glyma.18G272300.Wm82.a4.v1	1.39	0.88	1.26	1.07	2.10	0.84	3.75	0.74	0.88
Glyma.18G272400.Wm82.a4.v1	3.76	3.84	2.09	1.19	1.34	0.34	0.54	0.16	1.52
Glyma.18G272500.Wm82.a4.v1	4.57	5.77	4.82	4.00	5.93	2.19	4.58	4.75	3.18
Glyma.18G272600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G272700.Wm82.a4.v1	3.09	3.54	2.83	2.74	2.69	1.27	3.79	2.82	2.94
Glyma.18G272800.Wm82.a4.v1	8.79	8.73	6.61	10.43	11.39	4.45	14.83	7.77	6.33
Glyma.18G273000.Wm82.a4.v1	0.00	0.03	0.00	0.08	0.00	0.00	0.00	0.02	0.04
Glyma.18G273100.Wm82.a4.v1	1.87	2.94	1.76	1.62	3.18	1.28	2.43	1.42	3.16
Glyma.18G273200.Wm82.a4.v1	7.42	8.35	6.78	7.29	7.13	4.62	11.85	3.35	7.34
Glyma.18G273300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G273400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G273500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G273600.Wm82.a4.v1	0.05	0.07	0.02	0.04	0.05	0.02	0.10	0.02	0.14
Glyma.18G273700.Wm82.a4.v1	2.77	2.43	2.44	3.18	3.16	1.25	3.29	2.80	2.18
Glyma.18G273800.Wm82.a4.v1	0.63	0.33	0.30	0.23	0.24	0.05	0.21	0.42	0.51
Glyma.18G273850.Wm82.a4.v1	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G273900.Wm82.a4.v1	46.83	46.31	49.21	40.23	43.31	22.36	49.69	45.65	44.97
Glyma.18G274000.Wm82.a4.v1	10.75	9.96	8.27	11.76	11.71	7.45	13.66	9.21	12.25
Glyma.18G274100.Wm82.a4.v1	6.61	6.68	5.97	6.26	6.98	3.58	7.14	6.45	4.75
Glyma.18G274200.Wm82.a4.v1	0.19	0.28	0.58	0.00	0.00	0.00	0.33	0.00	0.16
Glyma.18G274400.Wm82.a4.v1	6.05	5.18	4.94	7.22	6.47	2.83	7.97	3.97	2.91
Glyma.18G274500.Wm82.a4.v1	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G274700.Wm82.a4.v1	5.52	4.23	3.41	6.20	5.66	3.44	7.48	4.31	3.02
Glyma.18G274750.Wm82.a4.v1	0.00	2.16	2.00	0.00	0.00	0.00	1.72	0.00	0.00
Glyma.18G274800.Wm82.a4.v1	12.00	11.99	11.53	8.20	9.91	6.64	9.93	9.80	10.59
Glyma.18G274900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
Glyma.18G275000.Wm82.a4.v1	1.36	1.04	1.05	1.56	1.45	0.73	1.02	0.88	1.44
Glyma.18G275100.Wm82.a4.v1	4.43	4.50	4.68	4.98	4.76	2.46	5.96	4.71	4.08
Glyma.18G275200.Wm82.a4.v1	8.99	9.01	8.13	8.00	8.56	4.78	9.52	7.36	5.98
Glyma.18G275300.Wm82.a4.v1	3.20	2.15	2.20	2.69	2.97	0.71	2.98	3.22	2.75
Glyma.18G275400.Wm82.a4.v1	8.44	8.53	8.30	6.85	8.22	3.91	9.37	7.36	7.86
Glyma.18G275500.Wm82.a4.v1	5.81	6.31	4.39	6.58	5.48	2.29	6.43	4.26	3.29
Glyma.18G275600.Wm82.a4.v1	1.41	1.46	1.57	2.03	2.21	0.85	3.11	0.48	1.22
Glyma.18G275700.Wm82.a4.v1	14.09	14.78	10.68	14.06	15.18	7.00	14.77	12.80	11.24
Glyma.18G275800.Wm82.a4.v1	9.32	8.88	8.96	8.89	10.24	4.65	9.52	9.15	9.22
Glyma.18G275900.Wm82.a4.v1	12.86	13.51	9.61	11.49	13.04	5.94	11.68	10.07	9.13
Glyma.18G276000.Wm82.a4.v1	8.15	7.63	8.41	11.88	9.48	4.88	9.97	7.62	11.79
Glyma.18G276100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G276200.Wm82.a4.v1	2.34	2.32	2.38	2.44	2.46	0.96	2.21	2.02	1.46
Glyma.18G276300.Wm82.a4.v1	4.31	2.87	4.42	4.27	3.46	1.86	3.74	4.42	2.55
Glyma.18G276400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G276500.Wm82.a4.v1	4.29	3.25	3.37	3.78	3.85	1.80	3.95	4.16	3.17
Glyma.18G276600.Wm82.a4.v1	1.40	1.47	1.33	1.18	1.73	1.00	1.75	1.55	1.24
Glyma.18G276700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G276800.Wm82.a4.v1	427.68	434.69	347.32	308.57	312.14	226.18	331.39	307.56	241.27
Glyma.18G276900.Wm82.a4.v1	6.17	6.89	5.90	5.75	6.00	2.44	6.94	5.12	7.60
Glyma.18G277000.Wm82.a4.v1	0.64	0.55	0.54	0.54	0.55	0.18	0.49	0.36	0.48
Glyma.18G277100.Wm82.a4.v1	43.36	34.56	35.76	15.57	18.57	19.99	34.97	15.68	22.61
Glyma.18G277200.Wm82.a4.v1	0.39	0.74	0.17	0.16	0.00	0.14	0.44	0.40	0.21
Glyma.18G277300.Wm82.a4.v1	129.18	114.65	123.72	95.34	120.57	58.07	86.47	98.49	108.61
Glyma.18G277500.Wm82.a4.v1	6.16	6.08	4.56	6.06	7.07	2.33	7.95	7.83	7.93
Glyma.18G277600.Wm82.a4.v1	16.32	19.22	10.78	6.83	6.98	7.32	6.00	10.19	13.76
Glyma.18G277700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G277800.Wm82.a4.v1	3.31	0.43	1.60	0.76	0.32	1.62	0.34	1.56	3.40
Glyma.18G277900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G278000.Wm82.a4.v1	5.55	5.41	4.98	5.48	6.04	3.02	4.95	5.42	7.38
Glyma.18G278100.Wm82.a4.v1	0.00	0.08	0.04	0.00	0.00	0.00	0.00	0.11	0.00
Glyma.18G278150.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G278200.Wm82.a4.v1	26.12	28.31	28.60	30.91	30.40	13.90	43.02	28.04	26.75
Glyma.18G278400.Wm82.a4.v1	13.87	12.27	11.66	14.07	13.92	4.56	10.78	11.60	10.80
Glyma.18G278500.Wm82.a4.v1	0.00	0.27	0.00	0.00	0.00	0.10	0.00	0.10	0.00
Glyma.18G278600.Wm82.a4.v1	0.39	0.28	0.78	0.49	1.45	0.42	0.67	1.21	0.00
Glyma.18G278700.Wm82.a4.v1	0.26	0.00	0.18	0.00	0.00	0.00	0.00	0.28	0.00
Glyma.18G278800.Wm82.a4.v1	74.41	70.24	57.03	70.13	79.66	40.84	93.41	84.68	60.04
Glyma.18G278850.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G278900.Wm82.a4.v1	5.50	5.15	3.93	3.97	3.41	2.54	4.47	3.62	4.60
Glyma.18G279000.Wm82.a4.v1	18.01	18.28	12.75	19.09	18.75	10.63	18.86	17.23	15.29
Glyma.18G279200.Wm82.a4.v1	1.47	1.52	1.62	1.75	1.77	1.43	2.47	1.05	1.93
Glyma.18G279300.Wm82.a4.v1	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G279400.Wm82.a4.v1	12.31	11.28	10.22	11.03	11.66	8.22	9.66	10.92	9.25
Glyma.18G279500.Wm82.a4.v1	4.47	5.88	4.57	5.65	5.09	3.91	5.83	3.67	3.26
Glyma.18G279600.Wm82.a4.v1	5.27	4.66	5.02	5.45	5.32	3.36	5.82	5.16	5.72
Glyma.18G279700.Wm82.a4.v1	0.57	0.41	0.76	0.36	0.61	0.30	0.65	0.30	0.69
Glyma.18G279800.Wm82.a4.v1	66.95	64.45	55.72	69.93	70.10	35.46	52.06	66.65	55.45
Glyma.18G279900.Wm82.a4.v1	0.10	0.07	0.19	0.06	0.15	0.00	0.06	0.05	0.16
Glyma.18G280050.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G280200.Wm82.a4.v1	6.10	6.87	6.22	8.11	7.24	2.38	6.48	6.41	4.01
Glyma.18G280300.Wm82.a4.v1	6.87	6.81	5.34	6.03	8.30	2.23	5.83	3.26	4.18
Glyma.18G280366.Wm82.a4.v1	0.00	0.00	0.20	0.00	0.16	0.00	0.35	0.16	0.25
Glyma.18G280432.Wm82.a4.v1	0.00	0.00	0.04	0.13	0.11	0.00	0.06	0.05	0.00
Glyma.18G280500.Wm82.a4.v1	19.86	18.80	18.23	22.08	19.50	8.08	24.81	16.24	15.53
Glyma.18G280600.Wm82.a4.v1	5.79	6.19	4.30	5.59	5.86	2.47	6.13	4.22	5.18
Glyma.18G280700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G280800.Wm82.a4.v1	1.27	2.09	0.85	3.44	4.26	1.17	2.90	1.32	3.81
Glyma.18G280900.Wm82.a4.v1	60.99	61.07	63.83	44.34	58.47	20.32	39.24	52.16	45.96
Glyma.18G281000.Wm82.a4.v1	0.49	0.61	0.24	0.27	0.49	0.20	0.17	0.57	0.44
